Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/tasks/,700,0,38,76.70842185699647,14.905400006682612,1973.6725999973714,56673.77714285714,5.884860339163066,0.0,38,46,52,56,85,200,660,1200,2000,2000,2000
POST,/tasks/,797,0,23,53.86097503138339,11.16980001097545,1452.1769999992102,90.16436637390213,6.700333843304234,0.0,23,28,34,40,68,170,600,750,1500,1500,1500
,Aggregated,1497,0,30,64.54448390107555,11.16980001097545,1973.6725999973714,26548.76753507014,12.585194182467301,0.0,30,38,45,51,78,190,650,1000,1900,2000,2000
