Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PATCH,/tasks/1128,3,0,11.69849999860162,9.598533331882209,5.596099996182602,11.69849999860162,97.33333333333333,0.012528052372758674,0.0,12,12,12,12,12,12,12,12,12,12,12
PUT,/tasks/1128,2,0,10.226099999272265,71.3261999990209,10.226099999272265,132.42629999876954,97.0,0.00835203491517245,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/tasks/1130,1,0,4.781299998285249,4.781299998285249,4.781299998285249,4.781299998285249,90.0,0.004176017457586225,0.0,5,5,5,5,5,5,5,5,5,5,5
PATCH,/tasks/1130,1,0,52.09560000366764,52.09560000366764,52.09560000366764,52.09560000366764,97.0,0.004176017457586225,0.0,52,52,52,52,52,52,52,52,52,52,52
PUT,/tasks/1130,1,0,10.309999997843988,10.309999997843988,10.309999997843988,10.309999997843988,97.0,0.004176017457586225,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/tasks/1131,1,0,506.4289000001736,506.4289000001736,506.4289000001736,506.4289000001736,90.0,0.004176017457586225,0.0,510,510,510,510,510,510,510,510,510,510,510
GET,/tasks/1133,1,0,10.359699997934513,10.359699997934513,10.359699997934513,10.359699997934513,90.0,0.004176017457586225,0.0,10,10,10,10,10,10,10,10,10,10,10
PATCH,/tasks/1136,1,0,68.96010000491515,68.96010000491515,68.96010000491515,68.96010000491515,89.0,0.004176017457586225,0.0,69,69,69,69,69,69,69,69,69,69,69
GET,/tasks/1138,2,0,4,4.178600000159349,3.9176999998744577,4.439500000444241,93.5,0.00835203491517245,0.0,4,4,4,4,4,4,4,4,4,4,4
PUT,/tasks/1138,2,0,16.116199993120972,52.500849997159094,16.116199993120972,88.88550000119722,97.0,0.00835203491517245,0.0,89,89,89,89,89,89,89,89,89,89,89
DELETE,/tasks/1139,1,0,430.4188999958569,430.4188999958569,430.4188999958569,430.4188999958569,0.0,0.004176017457586225,0.0,430,430,430,430,430,430,430,430,430,430,430
DELETE,/tasks/1141,1,0,34.07300000253599,34.07300000253599,34.07300000253599,34.07300000253599,0.0,0.004176017457586225,0.0,34,34,34,34,34,34,34,34,34,34,34
GET,/tasks/1142,1,0,8.872600003087427,8.872600003087427,8.872600003087427,8.872600003087427,90.0,0.004176017457586225,0.0,9,9,9,9,9,9,9,9,9,9,9
PUT,/tasks/1142,1,0,1203.7855999951717,1203.7855999951717,1203.7855999951717,1203.7855999951717,97.0,0.004176017457586225,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/tasks/1144,1,0,43.21509999863338,43.21509999863338,43.21509999863338,43.21509999863338,90.0,0.004176017457586225,0.0,43,43,43,43,43,43,43,43,43,43,43
PATCH,/tasks/1144,1,0,8.358399994904175,8.358399994904175,8.358399994904175,8.358399994904175,90.0,0.004176017457586225,0.0,8,8,8,8,8,8,8,8,8,8,8
PUT,/tasks/1144,1,0,452.8360000040266,452.8360000040266,452.8360000040266,452.8360000040266,97.0,0.004176017457586225,0.0,450,450,450,450,450,450,450,450,450,450,450
DELETE,/tasks/1146,1,0,9.184299997286871,9.184299997286871,9.184299997286871,9.184299997286871,0.0,0.004176017457586225,0.0,9,9,9,9,9,9,9,9,9,9,9
PUT,/tasks/1148,1,0,1499.5419999977457,1499.5419999977457,1499.5419999977457,1499.5419999977457,97.0,0.004176017457586225,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
DELETE,/tasks/1149,1,0,52.78120000002673,52.78120000002673,52.78120000002673,52.78120000002673,0.0,0.004176017457586225,0.0,53,53,53,53,53,53,53,53,53,53,53
PUT,/tasks/1149,1,0,14.22889999957988,14.22889999957988,14.22889999957988,14.22889999957988,97.0,0.004176017457586225,0.0,14,14,14,14,14,14,14,14,14,14,14
PATCH,/tasks/1150,1,0,21.15090000006603,21.15090000006603,21.15090000006603,21.15090000006603,90.0,0.004176017457586225,0.0,21,21,21,21,21,21,21,21,21,21,21
