Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/tasks/,76,0,14,18.13076447337823,9.230700001353398,36.45020000112709,21601.03947368421,1.3124972897098537,0.0,15,20,23,26,32,34,35,36,36,36,36
POST,/tasks/,77,0,20,21.106997402683476,7.242700005008373,75.30340000084834,90.41558441558442,1.3297669908902465,0.0,20,22,24,25,34,42,65,75,75,75,75
,Aggregated,153,0,18,19.62860718943381,7.242700005008373,75.30340000084834,10775.43137254902,2.6422642806001,0.0,18,21,24,25,33,36,42,65,75,75,75
