Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/tasks/244,1,0,4.296699997212272,4.296699997212272,4.296699997212272,4.296699997212272,89.0,0.008390567633852021,0.0,4,4,4,4,4,4,4,4,4,4,4
PUT,/tasks/244,1,0,8.831799998006318,8.831799998006318,8.831799998006318,8.831799998006318,96.0,0.008390567633852021,0.0,9,9,9,9,9,9,9,9,9,9,9
PATCH,/tasks/245,1,0,4.256000000168569,4.256000000168569,4.256000000168569,4.256000000168569,89.0,0.008390567633852021,0.0,4,4,4,4,4,4,4,4,4,4,4
PUT,/tasks/246,1,0,9.32009999814909,9.32009999814909,9.32009999814909,9.32009999814909,96.0,0.008390567633852021,0.0,9,9,9,9,9,9,9,9,9,9,9
DELETE,/tasks/249,1,0,7.84620000194991,7.84620000194991,7.84620000194991,7.84620000194991,0.0,0.008390567633852021,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/tasks/249,1,0,322.7880000049481,322.7880000049481,322.7880000049481,322.7880000049481,89.0,0.008390567633852021,0.0,320,320,320,320,320,320,320,320,320,320,320
DELETE,/tasks/254,1,0,22.034500005247537,22.034500005247537,22.034500005247537,22.034500005247537,0.0,0.008390567633852021,0.0,22,22,22,22,22,22,22,22,22,22,22
PATCH,/tasks/254,1,0,46.740100005990826,46.740100005990826,46.740100005990826,46.740100005990826,92.0,0.008390567633852021,0.0,47,47,47,47,47,47,47,47,47,47,47
DELETE,/tasks/256,1,0,6.521599992993288,6.521599992993288,6.521599992993288,6.521599992993288,0.0,0.008390567633852021,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/tasks/257,1,0,8.206300000892952,8.206300000892952,8.206300000892952,8.206300000892952,93.0,0.008390567633852021,0.0,8,8,8,8,8,8,8,8,8,8,8
PATCH,/tasks/257,3,0,11,9.923300000082236,7.336700000450946,11.233900004299358,93.0,0.025171702901556063,0.0,11,11,11,11,11,11,11,11,11,11,11
DELETE,/tasks/258,1,0,22.257299999182578,22.257299999182578,22.257299999182578,22.257299999182578,0.0,0.008390567633852021,0.0,22,22,22,22,22,22,22,22,22,22,22
GET,/tasks/259,1,0,3.652799998235423,3.652799998235423,3.652799998235423,3.652799998235423,89.0,0.008390567633852021,0.0,4,4,4,4,4,4,4,4,4,4,4
GET,/tasks/260,1,0,3.397100001166109,3.397100001166109,3.397100001166109,3.397100001166109,89.0,0.008390567633852021,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/tasks/262,2,0,5,6.205749999935506,4.614299999957439,7.797199999913573,96.5,0.016781135267704042,0.0,8,8,8,8,8,8,8,8,8,8,8
PATCH,/tasks/262,1,0,9.134200001426507,9.134200001426507,9.134200001426507,9.134200001426507,97.0,0.008390567633852021,0.0,9,9,9,9,9,9,9,9,9,9,9
PUT,/tasks/262,1,0,12.563399999635294,12.563399999635294,12.563399999635294,12.563399999635294,96.0,0.008390567633852021,0.0,13,13,13,13,13,13,13,13,13,13,13
