Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PUT,/tasks/1111,3,0,22,21.156733331736177,10.765799997898284,30.24819999700412,97.0,0.012532983239234354,0.0,22,22,30,30,30,30,30,30,30,30,30
PATCH,/tasks/1113,2,0,8.370700001250952,67.41260000126204,8.370700001250952,126.45450000127312,97.5,0.00835532215948957,0.0,130,130,130,130,130,130,130,130,130,130,130
PUT,/tasks/1113,1,0,103.55539999727625,103.55539999727625,103.55539999727625,103.55539999727625,97.0,0.004177661079744785,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/tasks/1114,1,0,5.5705999984638765,5.5705999984638765,5.5705999984638765,5.5705999984638765,97.0,0.004177661079744785,0.0,6,6,6,6,6,6,6,6,6,6,6
PUT,/tasks/1114,5,0,12,20.871960000658873,7.525100001657847,42.84470000129659,97.0,0.02088830539872392,0.0,12,31,31,43,43,43,43,43,43,43,43
GET,/tasks/1115,2,0,4.23850000515813,7.654800003365381,4.23850000515813,11.071100001572631,89.0,0.00835532215948957,0.0,11,11,11,11,11,11,11,11,11,11,11
DELETE,/tasks/1118,1,0,10.485899998457171,10.485899998457171,10.485899998457171,10.485899998457171,0.0,0.004177661079744785,0.0,10,10,10,10,10,10,10,10,10,10,10
PUT,/tasks/1118,1,0,38.05309999734163,38.05309999734163,38.05309999734163,38.05309999734163,97.0,0.004177661079744785,0.0,38,38,38,38,38,38,38,38,38,38,38
GET,/tasks/1120,1,0,3.901200005202554,3.901200005202554,3.901200005202554,3.901200005202554,97.0,0.004177661079744785,0.0,4,4,4,4,4,4,4,4,4,4,4
PATCH,/tasks/1120,1,0,68.110300002445,68.110300002445,68.110300002445,68.110300002445,97.0,0.004177661079744785,0.0,68,68,68,68,68,68,68,68,68,68,68
PUT,/tasks/1120,1,0,26.005799998529255,26.005799998529255,26.005799998529255,26.005799998529255,97.0,0.004177661079744785,0.0,26,26,26,26,26,26,26,26,26,26,26
DELETE,/tasks/1121,1,0,7.372699998086318,7.372699998086318,7.372699998086318,7.372699998086318,0.0,0.004177661079744785,0.0,7,7,7,7,7,7,7,7,7,7,7
PATCH,/tasks/1121,1,0,21.45060000475496,21.45060000475496,21.45060000475496,21.45060000475496,90.0,0.004177661079744785,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/tasks/1122,1,0,52.29010000039125,52.29010000039125,52.29010000039125,52.29010000039125,0.0,0.004177661079744785,0.0,52,52,52,52,52,52,52,52,52,52,52
DELETE,/tasks/1124,1,0,94.20959999988554,94.20959999988554,94.20959999988554,94.20959999988554,0.0,0.004177661079744785,0.0,94,94,94,94,94,94,94,94,94,94,94
GET,/tasks/1124,1,0,41.85799999686424,41.85799999686424,41.85799999686424,41.85799999686424,90.0,0.004177661079744785,0.0,42,42,42,42,42,42,42,42,42,42,42
PATCH,/tasks/1125,1,0,5.858600001374725,5.858600001374725,5.858600001374725,5.858600001374725,90.0,0.004177661079744785,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/tasks/1127,1,0,4.505999997491017,4.505999997491017,4.505999997491017,4.505999997491017,90.0,0.004177661079744785,0.0,5,5,5,5,5,5,5,5,5,5,5
