Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/tasks/236,1,0,4.782199997862335,4.782199997862335,4.782199997862335,4.782199997862335,89.0,0.008393268043136766,0.0,5,5,5,5,5,5,5,5,5,5,5
PUT,/tasks/236,2,0,10,11.888599998201244,9.811399999307469,13.965799997095019,96.0,0.01678653608627353,0.0,14,14,14,14,14,14,14,14,14,14,14
DELETE,/tasks/243,1,0,8.840900001814589,8.840900001814589,8.840900001814589,8.840900001814589,0.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/tasks/243,2,0,4,4.88220000261208,3.964200004702434,5.800200000521727,92.0,0.01678653608627353,0.0,6,6,6,6,6,6,6,6,6,6,6
PUT,/tasks/243,2,0,9,16.225999999733176,8.610000004409812,23.84199999505654,95.5,0.01678653608627353,0.0,24,24,24,24,24,24,24,24,24,24,24
PATCH,/tasks/244,1,0,23.0647000062163,23.0647000062163,23.0647000062163,23.0647000062163,87.0,0.008393268043136766,0.0,23,23,23,23,23,23,23,23,23,23,23
DELETE,/tasks/245,1,0,8.618600004410837,8.618600004410837,8.618600004410837,8.618600004410837,0.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/tasks/247,1,0,6.907000002684072,6.907000002684072,6.907000002684072,6.907000002684072,88.0,0.008393268043136766,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/tasks/249,1,0,7.584899998619221,7.584899998619221,7.584899998619221,7.584899998619221,89.0,0.008393268043136766,0.0,8,8,8,8,8,8,8,8,8,8,8
PUT,/tasks/249,1,0,10.11350000044331,10.11350000044331,10.11350000044331,10.11350000044331,95.0,0.008393268043136766,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/tasks/252,2,0,6,7.389100002910709,5.831200003740378,8.94700000208104,89.0,0.01678653608627353,0.0,9,9,9,9,9,9,9,9,9,9,9
DELETE,/tasks/253,1,0,20.010299995192327,20.010299995192327,20.010299995192327,20.010299995192327,0.0,0.008393268043136766,0.0,20,20,20,20,20,20,20,20,20,20,20
PATCH,/tasks/253,2,0,10,31.899000001430977,9.549499998684041,54.24850000417791,92.5,0.01678653608627353,0.0,54,54,54,54,54,54,54,54,54,54,54
DELETE,/tasks/254,1,0,8.607100004155654,8.607100004155654,8.607100004155654,8.607100004155654,0.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
PATCH,/tasks/254,1,0,7.563800005300436,7.563800005300436,7.563800005300436,7.563800005300436,89.0,0.008393268043136766,0.0,8,8,8,8,8,8,8,8,8,8,8
DELETE,/tasks/255,1,0,20.540899997286033,20.540899997286033,20.540899997286033,20.540899997286033,0.0,0.008393268043136766,0.0,21,21,21,21,21,21,21,21,21,21,21
GET,/tasks/255,2,0,3.42399999499321,3.7838499956706073,3.42399999499321,4.143699996348005,89.0,0.01678653608627353,0.0,4,4,4,4,4,4,4,4,4,4,4
DELETE,/tasks/256,1,0,45.82809999556048,45.82809999556048,45.82809999556048,45.82809999556048,0.0,0.008393268043136766,0.0,46,46,46,46,46,46,46,46,46,46,46
PATCH,/tasks/256,2,0,5,7.167850002588239,4.681200000050012,9.654500005126465,93.0,0.01678653608627353,0.0,10,10,10,10,10,10,10,10,10,10,10
PATCH,/tasks/257,1,0,9.403999996720813,9.403999996720813,9.403999996720813,9.403999996720813,92.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/tasks/258,1,0,3.695999999763444,3.695999999763444,3.695999999763444,3.695999999763444,93.0,0.008393268043136766,0.0,4,4,4,4,4,4,4,4,4,4,4
PATCH,/tasks/259,1,0,11.223299996345304,11.223299996345304,11.223299996345304,11.223299996345304,88.0,0.008393268043136766,0.0,11,11,11,11,11,11,11,11,11,11,11
DELETE,/tasks/260,1,0,19.110200002614874,19.110200002614874,19.110200002614874,19.110200002614874,0.0,0.008393268043136766,0.0,19,19,19,19,19,19,19,19,19,19,19
PATCH,/tasks/260,3,0,16,24.027299996911704,4.469999999855645,52.07449999579694,93.66666666666667,0.0251798041294103,0.0,16,16,52,52,52,52,52,52,52,52,52
PUT,/tasks/260,3,0,22,25.951199999932822,21.57670000451617,34.46869999606861,96.0,0.0251798041294103,0.0,22,22,34,34,34,34,34,34,34,34,34
PUT,/tasks/261,1,0,8.793499997409526,8.793499997409526,8.793499997409526,8.793499997409526,95.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
DELETE,/tasks/262,1,0,20.60699999856297,20.60699999856297,20.60699999856297,20.60699999856297,0.0,0.008393268043136766,0.0,21,21,21,21,21,21,21,21,21,21,21
GET,/tasks/262,1,0,7.098900001437869,7.098900001437869,7.098900001437869,7.098900001437869,93.0,0.008393268043136766,0.0,7,7,7,7,7,7,7,7,7,7,7
PUT,/tasks/262,1,0,13.013899995712563,13.013899995712563,13.013899995712563,13.013899995712563,96.0,0.008393268043136766,0.0,13,13,13,13,13,13,13,13,13,13,13
DELETE,/tasks/264,1,0,8.672299998579547,8.672299998579547,8.672299998579547,8.672299998579547,0.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
DELETE,/tasks/265,1,0,11.846900000819005,11.846900000819005,11.846900000819005,11.846900000819005,0.0,0.008393268043136766,0.0,12,12,12,12,12,12,12,12,12,12,12
DELETE,/tasks/266,1,0,11.162700000568293,11.162700000568293,11.162700000568293,11.162700000568293,0.0,0.008393268043136766,0.0,11,11,11,11,11,11,11,11,11,11,11
PATCH,/tasks/269,2,0,4.2717000033007935,9.277100001781946,4.2717000033007935,14.282500000263099,96.5,0.01678653608627353,0.0,14,14,14,14,14,14,14,14,14,14,14
PUT,/tasks/269,2,0,9.877100004814565,9.789250005269423,9.701400005724281,9.877100004814565,96.0,0.01678653608627353,0.0,10,10,10,10,10,10,10,10,10,10,10
PUT,/tasks/271,1,0,9.321500001533423,9.321500001533423,9.321500001533423,9.321500001533423,96.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/tasks/273,1,0,7.718799999565817,7.718799999565817,7.718799999565817,7.718799999565817,96.0,0.008393268043136766,0.0,8,8,8,8,8,8,8,8,8,8,8
PATCH,/tasks/273,1,0,68.17299999966053,68.17299999966053,68.17299999966053,68.17299999966053,88.0,0.008393268043136766,0.0,68,68,68,68,68,68,68,68,68,68,68
PUT,/tasks/273,3,0,11,10.169633334347358,7.869699998991564,11.743000002752524,96.0,0.0251798041294103,0.0,11,11,12,12,12,12,12,12,12,12,12
DELETE,/tasks/275,1,0,30.414399996516295,30.414399996516295,30.414399996516295,30.414399996516295,0.0,0.008393268043136766,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/tasks/275,2,0,5,5.494499997439561,4.589399999531452,6.399599995347671,89.0,0.01678653608627353,0.0,6,6,6,6,6,6,6,6,6,6,6
PATCH,/tasks/275,1,0,25.066999995033257,25.066999995033257,25.066999995033257,25.066999995033257,89.0,0.008393268043136766,0.0,25,25,25,25,25,25,25,25,25,25,25
PUT,/tasks/275,1,0,16.473399999085814,16.473399999085814,16.473399999085814,16.473399999085814,96.0,0.008393268043136766,0.0,16,16,16,16,16,16,16,16,16,16,16
PUT,/tasks/276,1,0,13.84160000452539,13.84160000452539,13.84160000452539,13.84160000452539,96.0,0.008393268043136766,0.0,14,14,14,14,14,14,14,14,14,14,14
PATCH,/tasks/277,1,0,7.317900002817623,7.317900002817623,7.317900002817623,7.317900002817623,93.0,0.008393268043136766,0.0,7,7,7,7,7,7,7,7,7,7,7
DELETE,/tasks/278,1,0,33.104599999205675,33.104599999205675,33.104599999205675,33.104599999205675,0.0,0.008393268043136766,0.0,33,33,33,33,33,33,33,33,33,33,33
DELETE,/tasks/279,1,0,20.745500005432405,20.745500005432405,20.745500005432405,20.745500005432405,0.0,0.008393268043136766,0.0,21,21,21,21,21,21,21,21,21,21,21
GET,/tasks/279,2,0,3.931600003852509,3.849050004646415,3.766500005440321,3.931600003852509,93.0,0.01678653608627353,0.0,4,4,4,4,4,4,4,4,4,4,4
PATCH,/tasks/279,1,0,18.461899999238085,18.461899999238085,18.461899999238085,18.461899999238085,92.0,0.008393268043136766,0.0,18,18,18,18,18,18,18,18,18,18,18
DELETE,/tasks/280,1,0,10.493299996596761,10.493299996596761,10.493299996596761,10.493299996596761,0.0,0.008393268043136766,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/tasks/281,1,0,8.364900000742637,8.364900000742637,8.364900000742637,8.364900000742637,96.0,0.008393268043136766,0.0,8,8,8,8,8,8,8,8,8,8,8
PUT,/tasks/281,1,0,8.875500003341585,8.875500003341585,8.875500003341585,8.875500003341585,96.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
DELETE,/tasks/282,1,0,50.338300003204495,50.338300003204495,50.338300003204495,50.338300003204495,0.0,0.008393268043136766,0.0,50,50,50,50,50,50,50,50,50,50,50
PUT,/tasks/282,2,0,9.073699999134988,9.67424999907962,9.073699999134988,10.274799999024253,96.0,0.01678653608627353,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/tasks/284,1,0,3.6155999987386167,3.6155999987386167,3.6155999987386167,3.6155999987386167,89.0,0.008393268043136766,0.0,4,4,4,4,4,4,4,4,4,4,4
DELETE,/tasks/285,1,0,8.60320000356296,8.60320000356296,8.60320000356296,8.60320000356296,0.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
DELETE,/tasks/286,1,0,8.964299995568581,8.964299995568581,8.964299995568581,8.964299995568581,0.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/tasks/286,2,0,4.490100000111852,4.869550000876188,4.490100000111852,5.249000001640525,96.0,0.01678653608627353,0.0,5,5,5,5,5,5,5,5,5,5,5
PUT,/tasks/286,1,0,8.870799996657297,8.870799996657297,8.870799996657297,8.870799996657297,96.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/tasks/287,1,0,5.468099996505771,5.468099996505771,5.468099996505771,5.468099996505771,96.0,0.008393268043136766,0.0,5,5,5,5,5,5,5,5,5,5,5
PUT,/tasks/287,1,0,8.090199997241143,8.090199997241143,8.090199997241143,8.090199997241143,96.0,0.008393268043136766,0.0,8,8,8,8,8,8,8,8,8,8,8
DELETE,/tasks/288,1,0,20.378100001835264,20.378100001835264,20.378100001835264,20.378100001835264,0.0,0.008393268043136766,0.0,20,20,20,20,20,20,20,20,20,20,20
PUT,/tasks/288,1,0,9.844499996688683,9.844499996688683,9.844499996688683,9.844499996688683,95.0,0.008393268043136766,0.0,10,10,10,10,10,10,10,10,10,10,10
DELETE,/tasks/289,1,0,7.101100003637839,7.101100003637839,7.101100003637839,7.101100003637839,0.0,0.008393268043136766,0.0,7,7,7,7,7,7,7,7,7,7,7
DELETE,/tasks/291,1,0,13.740700000198558,13.740700000198558,13.740700000198558,13.740700000198558,0.0,0.008393268043136766,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/tasks/291,1,0,10.605300005408935,10.605300005408935,10.605300005408935,10.605300005408935,89.0,0.008393268043136766,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/tasks/292,1,0,5.736899998737499,5.736899998737499,5.736899998737499,5.736899998737499,89.0,0.008393268043136766,0.0,6,6,6,6,6,6,6,6,6,6,6
PUT,/tasks/292,1,0,8.784500001638662,8.784500001638662,8.784500001638662,8.784500001638662,95.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
PATCH,/tasks/294,2,0,5,8.249099999375176,4.847899996093474,11.650300002656877,88.5,0.01678653608627353,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/tasks/296,1,0,3.8732999964850023,3.8732999964850023,3.8732999964850023,3.8732999964850023,93.0,0.008393268043136766,0.0,4,4,4,4,4,4,4,4,4,4,4
PATCH,/tasks/296,1,0,4.841199996008072,4.841199996008072,4.841199996008072,4.841199996008072,93.0,0.008393268043136766,0.0,5,5,5,5,5,5,5,5,5,5,5
PUT,/tasks/296,1,0,14.969400006521028,14.969400006521028,14.969400006521028,14.969400006521028,96.0,0.008393268043136766,0.0,15,15,15,15,15,15,15,15,15,15,15
DELETE,/tasks/298,1,0,6.748799998604227,6.748799998604227,6.748799998604227,6.748799998604227,0.0,0.008393268043136766,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/tasks/299,1,0,5.32789999851957,5.32789999851957,5.32789999851957,5.32789999851957,89.0,0.008393268043136766,0.0,5,5,5,5,5,5,5,5,5,5,5
PATCH,/tasks/299,2,0,9,14.475050000328338,8.70740000391379,20.242699996742886,88.5,0.01678653608627353,0.0,20,20,20,20,20,20,20,20,20,20,20
DELETE,/tasks/300,1,0,23.258900000655558,23.258900000655558,23.258900000655558,23.258900000655558,0.0,0.008393268043136766,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/tasks/300,2,0,3.135300001304131,3.421300003537908,3.135300001304131,3.7073000057716854,88.5,0.01678653608627353,0.0,4,4,4,4,4,4,4,4,4,4,4
PATCH,/tasks/300,4,0,5,7.332674997087452,4.97479999467032,9.706299999379553,88.75,0.03357307217254706,0.0,9,9,10,10,10,10,10,10,10,10,10
GET,/tasks/305,1,0,6.202199998369906,6.202199998369906,6.202199998369906,6.202199998369906,96.0,0.008393268043136766,0.0,6,6,6,6,6,6,6,6,6,6,6
PATCH,/tasks/305,1,0,9.286900000006426,9.286900000006426,9.286900000006426,9.286900000006426,96.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
PUT,/tasks/305,5,0,12,23.367500001040753,8.665100001962855,65.77280000055907,95.8,0.04196634021568383,0.0,12,21,21,66,66,66,66,66,66,66,66
PUT,/tasks/306,1,0,21.701899997424334,21.701899997424334,21.701899997424334,21.701899997424334,96.0,0.008393268043136766,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/tasks/307,1,0,8.565700001781806,8.565700001781806,8.565700001781806,8.565700001781806,0.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
PUT,/tasks/307,2,0,11,11.611599999014288,10.560700000496581,12.662499997531995,95.5,0.01678653608627353,0.0,13,13,13,13,13,13,13,13,13,13,13
DELETE,/tasks/309,1,0,7.20020000153454,7.20020000153454,7.20020000153454,7.20020000153454,0.0,0.008393268043136766,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/tasks/311,2,0,5,6.51205000031041,4.506800003582612,8.517299997038208,93.0,0.01678653608627353,0.0,9,9,9,9,9,9,9,9,9,9,9
PUT,/tasks/311,1,0,9.499100000539329,9.499100000539329,9.499100000539329,9.499100000539329,96.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
PATCH,/tasks/312,1,0,9.774199999810662,9.774199999810662,9.774199999810662,9.774199999810662,88.0,0.008393268043136766,0.0,10,10,10,10,10,10,10,10,10,10,10
